# PA-G-series-01.dat 2000 values t  z(t) 
 0.0  0.168652   
 0.0350175  0.264007   
 0.070035  0.346334   
 0.105053  0.412796   
 0.14007  0.461763   
 0.175088  0.492864   
 0.210105  0.506922   
 0.245123  0.505778   
 0.28014  0.492026   
 0.315158  0.468685   
 0.350175  0.438856   
 0.385193  0.405378   
 0.42021  0.370547   
 0.455228  0.3359   
 0.490245  0.302113   
 0.525263  0.268996   
 0.56028  0.235607   
 0.595298  0.200452   
 0.630315  0.161764   
 0.665333  0.117814   
 0.70035  0.0672328   
 0.735368  0.00929345   
 0.770385 -0.05587   
 0.805403 -0.127136   
 0.84042 -0.20238   
 0.875438 -0.278569   
 0.910455 -0.351968   
 0.945473 -0.418428   
 0.98049 -0.47374   
 1.01551 -0.514008   
 1.05053 -0.536013   
 1.08554 -0.537522   
 1.12056 -0.517521   
 1.15558 -0.476334   
 1.1906 -0.415627   
 1.22561 -0.338292   
 1.26063 -0.248217   
 1.29565 -0.149973   
 1.33067 -0.0484402   
 1.36568  0.0515838   
 1.4007  0.145756   
 1.43572  0.230507   
 1.47074  0.303276   
 1.50575  0.362638   
 1.54077  0.408311   
 1.57579  0.441059   
 1.61081  0.462481   
 1.64582  0.474734   
 1.68084  0.480209   
 1.71586  0.481196   
 1.75088  0.479582   
 1.78589  0.476611   
 1.82091  0.472727   
 1.85593  0.467534   
 1.89095  0.459852   
 1.92596  0.447886   
 1.96098  0.429476   
 1.996  0.402405   
 2.03102  0.36473   
 2.06603  0.315095   
 2.10105  0.253002   
 2.13607  0.178989   
 2.17109  0.0947215   
 2.2061  0.00295119   
 2.24112 -0.0926273   
 2.27614 -0.187628   
 2.31116 -0.277305   
 2.34617 -0.356927   
 2.38119 -0.422167   
 2.41621 -0.469465   
 2.45123 -0.496321   
 2.48624 -0.501505   
 2.52126 -0.485144   
 2.55628 -0.448694   
 2.5913 -0.394793   
 2.62631 -0.327006   
 2.66133 -0.2495   
 2.69635 -0.166672   
 2.73137 -0.0827724   
 2.76638 -0.0015552   
 2.8014  0.0739971   
 2.83642  0.141863   
 2.87144  0.201061   
 2.90645  0.25161   
 2.94147  0.294389   
 2.97649  0.330898   
 3.01151  0.362972   
 3.04652  0.392451   
 3.08154  0.420871   
 3.11656  0.449199   
 3.15158  0.477637   
 3.18659  0.50553   
 3.22161  0.531384   
 3.25663  0.552986   
 3.29165  0.567626   
